"State_FIPS_Code","Group_Code","State","AGroup","Civilian_non_inst_population","ANumber","Percent_of_population","NumberEmployed","Pop_Employed","NumberUnemployed","RateUnemplo"
"48","2","TEXAS","Men","9779","7246","74.1","6910","70.7","336","4.6"
"48","3","TEXAS","Women","10317","5869","56.9","5543","53.7","326","5.6"
"48","4","TEXAS","White","16264","10551","64.9","10097","62.1","454","4.3"
"48","5","TEXAS","White, men","7990","5940","74.3","5707","71.4","232","3.9"
"48","6","TEXAS","White, women","8274","4612","55.7","4390","53.1","222","4.8"
"48","7","TEXAS","Black or African American","2433","1618","66.5","1465","60.2","153","9.5"
"48","8","TEXAS","Black or African American, men","1116","772","69.2","694","62.2","79","10.2"
"48","9","TEXAS","Black or African American, women","1316","845","64.2","771","58.6","75","8.8"
"48","10","TEXAS","Asian","885","592","66.9","567","64.1","25","4.2"
"48","11","TEXAS","Asian, men","418","336","80.5","326","78.1","10","2.9"
"48","12","TEXAS","Asian, women","467","256","54.8","241","51.5","15","5.9"
"48","13","TEXAS","Hispanic or Latino ethnicity","7436","4928","66.3","4665","62.7","263","5.3"
"48","14","TEXAS","Hispanic or Latino ethnicity, men","3698","2866","77.5","2729","73.8","137","4.8"
"48","15","TEXAS","Hispanic or Latino ethnicity, women","3738","2063","55.2","1937","51.8","126","6.1"
"48","16","TEXAS","Married men, spouse present","5287","4146","78.4","4050","76.6","96","2.3"
"48","17","TEXAS","Married women, spouse present","5177","2884","55.7","2765","53.4","120","4.1"
"48","18","TEXAS","Women who maintain families","1361","931","68.4","869","63.9","61","6.6"
"48","19","TEXAS","Total, 16 to 19 years","1469","485","33","408","27.8","78","16"
"48","20","TEXAS","Total, 20 to 24 years","1924","1403","72.9","1269","66","134","9.6"
"48","21","TEXAS","Total, 25 to 34 years","3889","3120","80.2","2959","76.1","161","5.2"
"48","22","TEXAS","Total, 35 to 44 years","3460","2830","81.8","2723","78.7","107","3.8"
"48","23","TEXAS","Total, 45 to 54 years","3580","2872","80.2","2778","77.6","94","3.3"
"48","24","TEXAS","Total, 55 to 64 years","2870","1799","62.7","1730","60.3","69","3.8"
"48","25","TEXAS","Total, 65 years and over","2903","604","20.8","586","20.2","19","3.1"
"48","26","TEXAS","Men, 16 to 19 years","708","228","32.2","190","26.8","38","16.8"
"48","27","TEXAS","Men, 20 to 24 years","974","775","79.6","701","72","74","9.5"
"48","28","TEXAS","Men, 25 to 34 years","1975","1810","91.6","1724","87.3","86","4.7"
"48","29","TEXAS","Men, 35 to 44 years","1687","1559","92.4","1505","89.2","54","3.5"
"48","30","TEXAS","Men, 45 to 54 years","1763","1551","88","1510","85.6","41","2.6"
"48","31","TEXAS","Men, 55 to 64 years","1361","985","72.4","952","69.9","33","3.4"
"48","32","TEXAS","Men, 65 years and over","1310","338","25.8","329","25.1","9","2.7"
"48","33","TEXAS","Women, 16 to 19 years","761","257","33.8","218","28.6","39","15.3"
"48","34","TEXAS","Women, 20 to 24 years","950","628","66.1","567","59.7","60","9.6"
"48","35","TEXAS","Women, 25 to 34 years","1914","1310","68.5","1235","64.5","75","5.7"
"48","36","TEXAS","Women, 35 to 44 years","1773","1271","71.7","1218","68.7","53","4.1"
"48","37","TEXAS","Women, 45 to 54 years","1817","1322","72.7","1269","69.8","53","4"
"48","38","TEXAS","Women, 55 to 64 years","1509","814","53.9","778","51.6","36","4.4"
"48","39","TEXAS","Women, 65 years and over","1592","266","16.7","256","16.1","10","3.6"
"48","40","TEXAS","White, 16 to 19 years","1165","400","34.3","344","29.5","56","14"
"48","41","TEXAS","White, 20 to 24 years","1506","1099","73","1015","67.4","85","7.7"
"48","42","TEXAS","White, 25 to 34 years","3064","2459","80.2","2361","77.1","97","4"
"48","43","TEXAS","White, 35 to 44 years","2724","2237","82.1","2160","79.3","77","3.4"
"48","44","TEXAS","White, 45 to 54 years","2874","2324","80.9","2256","78.5","68","2.9"
"48","45","TEXAS","White, 55 to 64 years","2409","1517","63","1461","60.7","56","3.7"
"48","46","TEXAS","White, 65 years and over","2522","515","20.4","500","19.8","15","3"
"48","47","TEXAS","Black or African American, 16 to 19 years","208","59","28.5","44","21.1","15","25.8"
"48","48","TEXAS","Black or African American, 20 to 24 years","279","207","74.1","166","59.3","41","19.9"
"48","49","TEXAS","Black or African American, 25 to 34 years","467","389","83.3","342","73.2","47","12.1"
"48","50","TEXAS","Black or African American, 35 to 44 years","435","351","80.8","331","76.2","20","5.6"
"48","51","TEXAS","Black or African American, 45 to 54 years","475","365","77","347","73.1","18","5"
"48","52","TEXAS","Black or African American, 55 to 64 years","322","192","59.7","183","56.9","9","4.7"
"48","56","TEXAS","Asian, 25 to 34 years","244","176","72.2","169","69.2","7","4.1"
"48","57","TEXAS","Asian, 35 to 44 years","210","168","79.9","162","77.1","6","3.6"
"48","58","TEXAS","Asian, 45 to 54 years","145","125","85.6","121","83.2","4","2.9"
"48","59","TEXAS","Asian, 55 to 64 years","91","60","66","57","63.2","3","4.2"
"48","61","TEXAS","Hispanic or Latino ethnicity, 16 to 19 years","702","240","34.2","200","28.5","40","16.6"
"48","62","TEXAS","Hispanic or Latino ethnicity, 20 to 24 years","890","648","72.8","591","66.4","57","8.8"
"48","63","TEXAS","Hispanic or Latino ethnicity, 25 to 34 years","1663","1308","78.6","1248","75","60","4.6"
"48","64","TEXAS","Hispanic or Latino ethnicity, 35 to 44 years","1455","1156","79.5","1107","76.1","49","4.2"
"48","65","TEXAS","Hispanic or Latino ethnicity, 45 to 54 years","1219","975","80","943","77.3","33","3.4"
"48","66","TEXAS","Hispanic or Latino ethnicity, 55 to 64 years","818","479","58.6","457","55.9","22","4.6"
"48","67","TEXAS","Hispanic or Latino ethnicity, 65 years and over","689","122","17.7","119","17.3","3","2.2"
"49","1","UTAH","Total","2104","1428","67.9","1372","65.2","55","3.9"
"49","2","UTAH","Men","1047","825","78.9","792","75.7","33","4"
"49","3","UTAH","Women","1057","602","56.9","580","54.8","22","3.7"
"49","4","UTAH","White","1978","1342","67.9","1292","65.3","51","3.8"
"49","5","UTAH","White, men","982","775","78.9","744","75.8","30","3.9"
"49","6","UTAH","White, women","996","568","57","547","54.9","20","3.6"
"49","13","UTAH","Hispanic or Latino ethnicity","251","186","73.9","177","70.6","8","4.5"
"49","14","UTAH","Hispanic or Latino ethnicity, men","135","115","85.1","109","80.8","6","5.1"
"49","15","UTAH","Hispanic or Latino ethnicity, women","116","71","61","68","58.8","3","3.5"
"49","16","UTAH","Married men, spouse present","641","529","82.5","518","80.7","12","2.2"
"49","17","UTAH","Married women, spouse present","616","335","54.3","327","53","8","2.3"
"49","18","UTAH","Women who maintain families","98","70","70.8","66","66.9","4","5.5"
"49","19","UTAH","Total, 16 to 19 years","153","71","46.5","64","41.6","8","10.5"
"49","20","UTAH","Total, 20 to 24 years","213","164","77.1","153","71.9","11","6.7"
"49","21","UTAH","Total, 25 to 34 years","462","371","80.4","360","78","11","3.1"
"49","22","UTAH","Total, 35 to 44 years","411","328","79.9","316","77","12","3.6"
"49","23","UTAH","Total, 45 to 54 years","310","250","80.7","243","78.3","7","2.9"
"49","24","UTAH","Total, 55 to 64 years","273","186","68.2","181","66.4","5","2.7"
"49","25","UTAH","Total, 65 years and over","283","57","20.1","55","19.6","2","2.8"
"49","26","UTAH","Men, 16 to 19 years","72","33","45.8","30","40.9","4","10.7"
"49","27","UTAH","Men, 20 to 24 years","104","86","82.2","79","75.2","7","8.6"
"49","28","UTAH","Men, 25 to 34 years","235","222","94.4","215","91.3","7","3.3"
"49","29","UTAH","Men, 35 to 44 years","214","201","93.6","193","90.2","7","3.6"
"49","30","UTAH","Men, 45 to 54 years","158","143","90.6","140","88.6","3","2.2"
"49","31","UTAH","Men, 55 to 64 years","135","108","79.8","105","77.4","3","3.1"
"49","33","UTAH","Women, 16 to 19 years","81","38","47.1","34","42.2","4","10.4"
"49","34","UTAH","Women, 20 to 24 years","108","78","72.2","74","68.8","4","4.7"
"49","35","UTAH","Women, 25 to 34 years","226","149","65.9","145","64.1","4","2.7"
"49","36","UTAH","Women, 35 to 44 years","196","127","64.9","123","62.6","4","3.5"
"49","37","UTAH","Women, 45 to 54 years","152","107","70.4","103","67.6","4","3.9"
"49","38","UTAH","Women, 55 to 64 years","137","78","56.7","76","55.5","2","2.1"
"49","40","UTAH","White, 16 to 19 years","142","68","47.8","61","42.7","7","10.6"
"49","41","UTAH","White, 20 to 24 years","192","149","77.4","139","72.4","10","6.5"
"49","42","UTAH","White, 25 to 34 years","422","341","80.7","331","78.3","10","2.9"
"49","43","UTAH","White, 35 to 44 years","388","312","80.5","302","77.9","10","3.3"
"49","44","UTAH","White, 45 to 54 years","298","240","80.6","233","78.2","7","3"
"49","45","UTAH","White, 55 to 64 years","257","176","68.4","171","66.5","5","2.7"
"49","46","UTAH","White, 65 years and over","279","57","20.4","55","19.9","2","2.8"
"49","63","UTAH","Hispanic or Latino ethnicity, 25 to 34 years","61","49","80.8","47","77.9","2","3.7"
"49","64","UTAH","Hispanic or Latino ethnicity, 35 to 44 years","60","48","79.5","45","74.8","3","6"
"49","65","UTAH","Hispanic or Latino ethnicity, 45 to 54 years","41","34","83.4","34","83.4","-3","-3"
"50","1","VERMONT","Total","514","348","67.6","333","64.8","14","4.2"
"50","2","VERMONT","Men","251","180","71.4","171","68.1","8","4.7"
"50","3","VERMONT","Women","263","168","64","162","61.7","6","3.6"
"50","4","VERMONT","White","497","336","67.7","322","64.9","14","4.2"
"50","5","VERMONT","White, men","242","173","71.6","165","68.3","8","4.6"
"50","6","VERMONT","White, women","255","163","63.9","157","61.6","6","3.7"
"50","16","VERMONT","Married men, spouse present","135","100","74.3","98","72.4","3","2.5"
"50","17","VERMONT","Married women, spouse present","136","92","68","90","66.6","2","2.1"
"50","18","VERMONT","Women who maintain families","22","17","76.2","16","72.6","1","4.6"
"50","19","VERMONT","Total, 16 to 19 years","33","14","43.2","12","36.5","2","15.4"
"50","20","VERMONT","Total, 20 to 24 years","39","29","73.2","26","66.7","3","8.8"
"50","21","VERMONT","Total, 25 to 34 years","73","63","86","60","82.3","3","4.2"
"50","22","VERMONT","Total, 35 to 44 years","80","69","86.7","67","84","2","3.2"
"50","23","VERMONT","Total, 45 to 54 years","85","73","85.2","70","82.5","2","3.2"
"50","24","VERMONT","Total, 55 to 64 years","97","75","77.4","74","75.6","2","2.3"
"50","25","VERMONT","Total, 65 years and over","106","25","23.2","24","22.4","1","3.3"
"50","26","VERMONT","Men, 16 to 19 years","16","7","44.8","6","36.9","1","17.6"
"50","27","VERMONT","Men, 20 to 24 years","21","16","77.1","15","71.1","1","7.8"
"50","28","VERMONT","Men, 25 to 34 years","37","33","89.6","32","85.4","2","4.8"
"50","29","VERMONT","Men, 35 to 44 years","39","35","89.7","34","86.4","1","3.7"
"50","30","VERMONT","Men, 45 to 54 years","40","35","86.7","33","83","1","4.2"
"50","31","VERMONT","Men, 55 to 64 years","49","39","81.1","38","79.1","1","2.5"
"50","32","VERMONT","Men, 65 years and over","49","14","27.9","13","26.8","1","3.7"
"50","33","VERMONT","Women, 16 to 19 years","17","7","41.6","6","36.1","1","13.2"
"50","34","VERMONT","Women, 20 to 24 years","18","12","68.6","11","61.6","1","10.2"
"50","35","VERMONT","Women, 25 to 34 years","36","30","82.2","29","79.2","1","3.6"
"50","36","VERMONT","Women, 35 to 44 years","41","34","83.9","33","81.7","1","2.7"
"50","37","VERMONT","Women, 45 to 54 years","45","38","84","37","82.1","1","2.2"
"50","38","VERMONT","Women, 55 to 64 years","49","36","73.6","35","72.1","1","2"
"50","39","VERMONT","Women, 65 years and over","57","11","19.2","11","18.6","-3","2.8"
"50","40","VERMONT","White, 16 to 19 years","32","14","44.8","12","37.9","2","15.4"
"50","41","VERMONT","White, 20 to 24 years","36","26","72.7","24","65.7","3","9.6"
"50","42","VERMONT","White, 25 to 34 years","69","59","85.7","57","82.2","2","4.2"
"50","43","VERMONT","White, 35 to 44 years","77","67","87.3","65","84.4","2","3.3"
"50","44","VERMONT","White, 45 to 54 years","83","71","85.7","69","83.2","2","3"
"50","45","VERMONT","White, 55 to 64 years","96","74","77.4","73","75.6","2","2.3"
"50","46","VERMONT","White, 65 years and over","105","24","23.4","24","22.6","1","3.2"
"51","1","VIRGINIA","Total","6451","4276","66.3","4055","62.9","221","5.2"
"51","2","VIRGINIA","Men","3086","2248","72.9","2137","69.2","112","5"
"51","3","VIRGINIA","Women","3365","2028","60.3","1919","57","109","5.4"
"51","4","VIRGINIA","White","4684","3104","66.3","2963","63.3","141","4.5"
"51","5","VIRGINIA","White, men","2272","1665","73.3","1591","70","73","4.4"
"51","6","VIRGINIA","White, women","2412","1440","59.7","1372","56.9","68","4.7"
"51","7","VIRGINIA","Black or African American","1216","793","65.3","728","59.9","65","8.2"
"51","8","VIRGINIA","Black or African American, men","551","381","69","348","63.2","32","8.5"
"51","9","VIRGINIA","Black or African American, women","664","413","62.1","380","57.2","33","8"
"51","10","VIRGINIA","Asian","421","297","70.5","287","68.2","10","3.3"
"51","11","VIRGINIA","Asian, men","208","166","79.7","161","77.4","5","2.9"
"51","12","VIRGINIA","Asian, women","213","131","61.5","126","59.1","5","3.9"
"51","13","VIRGINIA","Hispanic or Latino ethnicity","452","339","75","318","70.5","21","6.1"
"51","14","VIRGINIA","Hispanic or Latino ethnicity, men","235","195","83","186","79.1","9","4.7"
"51","15","VIRGINIA","Hispanic or Latino ethnicity, women","217","144","66.4","132","61.1","11","8"
"51","16","VIRGINIA","Married men, spouse present","1721","1333","77.5","1305","75.8","28","2.1"
"51","17","VIRGINIA","Married women, spouse present","1757","1085","61.8","1052","59.9","33","3.1"
"51","18","VIRGINIA","Women who maintain families","343","237","69.3","215","62.8","22","9.3"
"51","19","VIRGINIA","Total, 16 to 19 years","410","132","32.2","110","26.7","23","17.1"
"51","20","VIRGINIA","Total, 20 to 24 years","528","371","70.2","328","62.2","42","11.4"
"51","21","VIRGINIA","Total, 25 to 34 years","1135","934","82.3","875","77.1","59","6.3"
"51","22","VIRGINIA","Total, 35 to 44 years","1070","911","85.1","877","82","33","3.7"
"51","23","VIRGINIA","Total, 45 to 54 years","1164","964","82.8","929","79.8","35","3.6"
"51","24","VIRGINIA","Total, 55 to 64 years","1042","700","67.1","680","65.2","20","2.9"
"51","25","VIRGINIA","Total, 65 years and over","1101","265","24.1","256","23.3","9","3.3"
"51","26","VIRGINIA","Men, 16 to 19 years","214","68","31.6","54","25.5","13","19.4"
"51","27","VIRGINIA","Men, 20 to 24 years","268","192","71.4","167","62.2","25","12.8"
"51","28","VIRGINIA","Men, 25 to 34 years","535","483","90.2","455","85.1","27","5.7"
"51","29","VIRGINIA","Men, 35 to 44 years","522","484","92.6","471","90.1","13","2.8"
"51","30","VIRGINIA","Men, 45 to 54 years","582","520","89.5","502","86.3","18","3.6"
"51","31","VIRGINIA","Men, 55 to 64 years","492","357","72.6","346","70.3","11","3.2"
"51","32","VIRGINIA","Men, 65 years and over","473","145","30.7","142","30","3","2.4"
"51","33","VIRGINIA","Women, 16 to 19 years","197","65","33","55","28.1","10","14.7"
"51","34","VIRGINIA","Women, 20 to 24 years","259","179","69","161","62.2","18","9.9"
"51","35","VIRGINIA","Women, 25 to 34 years","600","451","75.2","419","69.9","32","7"
"51","36","VIRGINIA","Women, 35 to 44 years","548","427","77.9","407","74.2","20","4.7"
"51","37","VIRGINIA","Women, 45 to 54 years","582","444","76.2","428","73.4","16","3.7"
"51","38","VIRGINIA","Women, 55 to 64 years","550","342","62.2","334","60.7","9","2.5"
"51","39","VIRGINIA","Women, 65 years and over","628","120","19.1","115","18.3","5","4.5"
"51","40","VIRGINIA","White, 16 to 19 years","272","95","35","81","30","14","14.3"
"51","41","VIRGINIA","White, 20 to 24 years","355","249","70.1","230","64.7","19","7.7"
"51","42","VIRGINIA","White, 25 to 34 years","798","664","83.2","624","78.2","39","5.9"
"51","43","VIRGINIA","White, 35 to 44 years","757","646","85.3","625","82.5","21","3.3"
"51","44","VIRGINIA","White, 45 to 54 years","832","693","83.3","666","80","27","3.9"
"51","45","VIRGINIA","White, 55 to 64 years","800","538","67.3","524","65.5","14","2.7"
"51","46","VIRGINIA","White, 65 years and over","870","219","25.2","213","24.5","6","2.8"
"51","48","VIRGINIA","Black or African American, 20 to 24 years","121","85","69.9","65","54","19","22.8"
"51","49","VIRGINIA","Black or African American, 25 to 34 years","211","173","81.7","157","74.4","16","9"
"51","50","VIRGINIA","Black or African American, 35 to 44 years","207","177","85.5","167","80.9","10","5.4"
"51","51","VIRGINIA","Black or African American, 45 to 54 years","222","180","81.2","175","78.7","6","3.1"
"51","52","VIRGINIA","Black or African American, 55 to 64 years","184","120","65.2","115","62.4","5","4.4"
"51","56","VIRGINIA","Asian, 25 to 34 years","95","72","76","70","73.8","2","3"
"51","57","VIRGINIA","Asian, 35 to 44 years","84","68","80.8","65","77.6","3","3.9"
"51","58","VIRGINIA","Asian, 45 to 54 years","96","82","84.7","79","82.5","2","2.7"
"51","62","VIRGINIA","Hispanic or Latino ethnicity, 20 to 24 years","66","49","73.6","45","67.8","4","7.9"
"51","63","VIRGINIA","Hispanic or Latino ethnicity, 25 to 34 years","121","95","78.8","89","73.4","7","6.9"
"51","64","VIRGINIA","Hispanic or Latino ethnicity, 35 to 44 years","102","87","85.9","83","82","4","4.5"
"51","65","VIRGINIA","Hispanic or Latino ethnicity, 45 to 54 years","70","62","88.5","59","83.9","3","5.3"
"53","1","WASHINGTON","Total","5524","3488","63.1","3269","59.2","219","6.3"
"53","2","WASHINGTON","Men","2717","1880","69.2","1744","64.2","136","7.2"
"53","3","WASHINGTON","Women","2808","1608","57.3","1525","54.3","83","5.2"
"53","4","WASHINGTON","White","4511","2834","62.8","2675","59.3","159","5.6"
"53","5","WASHINGTON","White, men","2242","1533","68.4","1437","64.1","96","6.3"
"53","6","WASHINGTON","White, women","2269","1301","57.3","1238","54.6","62","4.8"
"53","7","WASHINGTON","Black or African American","193","125","64.9","108","56","17","13.8"
"53","8","WASHINGTON","Black or African American, men","99","74","75","65","65.6","9","12.5"
"53","9","WASHINGTON","Black or African American, women","94","51","54.3","43","45.8","8","15.6"
