"State_FIPS_Code","Group_Code","State","AGroup","Civilian_non_inst_population","ANumber","Percent_of_population","NumberEmployed","Pop_Employed","NumberUnemployed","RateUnemplo"
"41","11","OREGON","Asian, men","62","43","69.6","40","64.8","3","7"
"41","12","OREGON","Asian, women","79","47","59.8","46","58.6","1","2"
"41","13","OREGON","Hispanic or Latino ethnicity","298","202","67.8","182","61.3","19","9.6"
"41","14","OREGON","Hispanic or Latino ethnicity, men","170","126","74.1","115","67.8","11","8.4"
"41","15","OREGON","Hispanic or Latino ethnicity, women","128","76","59.6","67","52.7","9","11.6"
"41","16","OREGON","Married men, spouse present","831","567","68.2","546","65.7","21","3.6"
"41","17","OREGON","Married women, spouse present","825","470","56.9","445","53.9","25","5.3"
"41","18","OREGON","Women who maintain families","163","106","64.8","97","59.5","9","8.3"
"41","19","OREGON","Total, 16 to 19 years","197","72","36.4","52","26.2","20","28"
"41","20","OREGON","Total, 20 to 24 years","241","174","72","152","62.8","22","12.7"
"41","21","OREGON","Total, 25 to 34 years","525","434","82.8","407","77.6","27","6.2"
"41","22","OREGON","Total, 35 to 44 years","539","437","81.1","415","76.9","23","5.2"
"41","23","OREGON","Total, 45 to 54 years","480","373","77.9","353","73.6","21","5.5"
"41","24","OREGON","Total, 55 to 64 years","549","343","62.5","325","59.3","18","5.1"
"41","25","OREGON","Total, 65 years and over","641","112","17.5","104","16.3","8","7.1"
"41","26","OREGON","Men, 16 to 19 years","98","35","36.2","25","25.7","10","29"
"41","27","OREGON","Men, 20 to 24 years","129","93","71.9","78","60.5","15","16"
"41","28","OREGON","Men, 25 to 34 years","268","234","87.6","219","81.9","15","6.5"
"41","29","OREGON","Men, 35 to 44 years","258","230","89.2","220","85","11","4.7"
"41","30","OREGON","Men, 45 to 54 years","237","201","84.8","189","79.4","13","6.3"
"41","31","OREGON","Men, 55 to 64 years","268","180","67.2","171","63.7","9","5.2"
"41","32","OREGON","Men, 65 years and over","289","57","19.6","53","18.2","4","7.3"
"41","33","OREGON","Women, 16 to 19 years","99","36","36.6","26","26.7","10","27.1"
"41","34","OREGON","Women, 20 to 24 years","112","81","72","74","65.5","7","9.1"
"41","35","OREGON","Women, 25 to 34 years","257","200","77.7","188","73.2","12","5.8"
"41","36","OREGON","Women, 35 to 44 years","281","207","73.7","195","69.5","12","5.8"
"41","37","OREGON","Women, 45 to 54 years","242","172","71.1","164","67.9","8","4.5"
"41","38","OREGON","Women, 55 to 64 years","281","163","58","154","55.1","8","5"
"41","39","OREGON","Women, 65 years and over","352","55","15.8","52","14.7","4","6.9"
"41","40","OREGON","White, 16 to 19 years","169","65","38.6","48","28.4","17","26.6"
"41","41","OREGON","White, 20 to 24 years","210","156","74","139","66.2","16","10.5"
"41","42","OREGON","White, 25 to 34 years","460","379","82.5","355","77.2","24","6.4"
"41","43","OREGON","White, 35 to 44 years","459","374","81.5","354","77.3","19","5.2"
"41","44","OREGON","White, 45 to 54 years","429","333","77.7","315","73.6","18","5.3"
"41","45","OREGON","White, 55 to 64 years","496","312","62.9","297","59.8","15","4.9"
"41","46","OREGON","White, 65 years and over","599","106","17.8","99","16.5","8","7.2"
"41","56","OREGON","Asian, 25 to 34 years","28","25","88.8","24","86","1","3.2"
"41","57","OREGON","Asian, 35 to 44 years","34","26","77.7","26","77","-3","0.8"
"41","62","OREGON","Hispanic or Latino ethnicity, 20 to 24 years","47","34","71.3","28","60.2","5","15.6"
"41","63","OREGON","Hispanic or Latino ethnicity, 25 to 34 years","78","61","78.5","58","74.8","3","4.7"
"41","64","OREGON","Hispanic or Latino ethnicity, 35 to 44 years","61","48","77.9","44","71.9","4","7.8"
"41","65","OREGON","Hispanic or Latino ethnicity, 45 to 54 years","41","31","75.4","29","71.3","2","5.5"
"42","1","PENNSYLVANIA","Total","10205","6368","62.4","6005","58.8","364","5.7"
"42","2","PENNSYLVANIA","Men","4905","3349","68.3","3132","63.9","217","6.5"
"42","3","PENNSYLVANIA","Women","5301","3019","57","2873","54.2","146","4.8"
"42","4","PENNSYLVANIA","White","8611","5445","63.2","5172","60.1","274","5"
"42","5","PENNSYLVANIA","White, men","4177","2893","69.3","2727","65.3","166","5.7"
"42","6","PENNSYLVANIA","White, women","4434","2552","57.6","2445","55.1","108","4.2"
"42","7","PENNSYLVANIA","Black or African American","1075","616","57.3","549","51.1","67","10.9"
"42","8","PENNSYLVANIA","Black or African American, men","485","290","59.8","250","51.6","40","13.8"
"42","9","PENNSYLVANIA","Black or African American, women","590","326","55.3","299","50.7","27","8.3"
"42","10","PENNSYLVANIA","Asian","328","201","61.1","191","58.2","9","4.7"
"42","11","PENNSYLVANIA","Asian, men","149","106","70.9","102","68.1","4","3.9"
"42","12","PENNSYLVANIA","Asian, women","179","95","52.9","89","50","5","5.6"
"42","13","PENNSYLVANIA","Hispanic or Latino ethnicity","639","391","61.2","354","55.4","37","9.5"
"42","14","PENNSYLVANIA","Hispanic or Latino ethnicity, men","291","206","70.6","186","63.8","20","9.6"
"42","15","PENNSYLVANIA","Hispanic or Latino ethnicity, women","348","185","53.4","168","48.3","18","9.5"
"42","16","PENNSYLVANIA","Married men, spouse present","2562","1847","72.1","1786","69.7","61","3.3"
"42","17","PENNSYLVANIA","Married women, spouse present","2601","1539","59.2","1492","57.4","48","3.1"
"42","18","PENNSYLVANIA","Women who maintain families","623","386","61.9","355","56.9","31","8"
"42","19","PENNSYLVANIA","Total, 16 to 19 years","631","258","40.9","214","33.8","44","17.2"
"42","20","PENNSYLVANIA","Total, 20 to 24 years","877","613","69.9","543","61.9","70","11.5"
"42","21","PENNSYLVANIA","Total, 25 to 34 years","1622","1327","81.8","1255","77.3","72","5.5"
"42","22","PENNSYLVANIA","Total, 35 to 44 years","1460","1217","83.4","1155","79.1","62","5.1"
"42","23","PENNSYLVANIA","Total, 45 to 54 years","1815","1440","79.3","1381","76.1","59","4.1"
"42","24","PENNSYLVANIA","Total, 55 to 64 years","1730","1164","67.3","1119","64.7","45","3.9"
"42","25","PENNSYLVANIA","Total, 65 years and over","2070","349","16.9","339","16.4","11","3"
"42","26","PENNSYLVANIA","Men, 16 to 19 years","316","119","37.8","93","29.6","26","21.8"
"42","27","PENNSYLVANIA","Men, 20 to 24 years","459","336","73","289","62.9","47","13.9"
"42","28","PENNSYLVANIA","Men, 25 to 34 years","787","700","88.9","657","83.5","43","6.1"
"42","29","PENNSYLVANIA","Men, 35 to 44 years","715","644","90.1","605","84.6","40","6.1"
"42","30","PENNSYLVANIA","Men, 45 to 54 years","891","758","85.1","725","81.4","33","4.3"
"42","31","PENNSYLVANIA","Men, 55 to 64 years","837","603","72.1","579","69.2","24","3.9"
"42","32","PENNSYLVANIA","Men, 65 years and over","900","189","21.1","183","20.4","6","3.3"
"42","33","PENNSYLVANIA","Women, 16 to 19 years","316","139","43.9","120","38.1","18","13.3"
"42","34","PENNSYLVANIA","Women, 20 to 24 years","417","277","66.4","254","60.8","24","8.5"
"42","35","PENNSYLVANIA","Women, 25 to 34 years","836","627","75.1","598","71.5","30","4.7"
"42","36","PENNSYLVANIA","Women, 35 to 44 years","745","572","76.9","550","73.9","22","3.9"
"42","37","PENNSYLVANIA","Women, 45 to 54 years","925","682","73.8","656","71","26","3.8"
"42","38","PENNSYLVANIA","Women, 55 to 64 years","893","561","62.8","539","60.4","22","3.8"
"42","39","PENNSYLVANIA","Women, 65 years and over","1170","160","13.7","156","13.3","4","2.7"
"42","40","PENNSYLVANIA","White, 16 to 19 years","494","217","44","185","37.5","32","14.8"
"42","41","PENNSYLVANIA","White, 20 to 24 years","675","501","74.2","452","67","48","9.7"
"42","42","PENNSYLVANIA","White, 25 to 34 years","1279","1076","84.2","1020","79.8","56","5.2"
"42","43","PENNSYLVANIA","White, 35 to 44 years","1197","1019","85.1","974","81.4","45","4.4"
"42","44","PENNSYLVANIA","White, 45 to 54 years","1561","1265","81","1222","78.3","43","3.4"
"42","45","PENNSYLVANIA","White, 55 to 64 years","1533","1049","68.4","1009","65.8","41","3.9"
"42","46","PENNSYLVANIA","White, 65 years and over","1872","319","17","310","16.5","9","2.8"
"42","48","PENNSYLVANIA","Black or African American, 20 to 24 years","123","71","57.3","56","45.1","15","21.3"
"42","49","PENNSYLVANIA","Black or African American, 25 to 34 years","212","164","77.6","151","71.5","13","7.8"
"42","50","PENNSYLVANIA","Black or African American, 35 to 44 years","153","117","76.6","103","67.6","14","11.7"
"42","51","PENNSYLVANIA","Black or African American, 45 to 54 years","188","130","68.8","120","63.7","10","7.5"
"42","52","PENNSYLVANIA","Black or African American, 55 to 64 years","154","87","56.5","83","53.7","4","4.9"
"42","56","PENNSYLVANIA","Asian, 25 to 34 years","77","48","62.1","47","60.6","1","2.5"
"42","57","PENNSYLVANIA","Asian, 35 to 44 years","79","63","79.9","61","77.2","2","3.3"
"42","62","PENNSYLVANIA","Hispanic or Latino ethnicity, 20 to 24 years","74","50","66.7","40","54","9","19"
"42","63","PENNSYLVANIA","Hispanic or Latino ethnicity, 25 to 34 years","143","99","69.2","89","62","10","10.4"
"42","64","PENNSYLVANIA","Hispanic or Latino ethnicity, 35 to 44 years","138","103","74.6","97","70.5","6","5.5"
"42","65","PENNSYLVANIA","Hispanic or Latino ethnicity, 45 to 54 years","114","78","68.2","73","64.1","5","6"
"44","1","RHODE ISLAND","Total","852","554","65","511","60","43","7.7"
"44","2","RHODE ISLAND","Men","406","286","70.5","261","64.4","25","8.6"
"44","3","RHODE ISLAND","Women","447","268","60","250","56","18","6.7"
"44","4","RHODE ISLAND","White","735","478","65.1","445","60.5","33","7"
"44","5","RHODE ISLAND","White, men","350","247","70.6","229","65.3","18","7.5"
"44","6","RHODE ISLAND","White, women","384","231","60","216","56.2","15","6.5"
"44","7","RHODE ISLAND","Black or African American","56","36","63.5","30","54.1","5","14.8"
"44","8","RHODE ISLAND","Black or African American, men","27","19","68.6","15","56.1","3","18.2"
"44","9","RHODE ISLAND","Black or African American, women","29","17","58.6","15","52.1","2","11.1"
"44","10","RHODE ISLAND","Asian","34","23","67.6","22","64.1","1","5.2"
"44","11","RHODE ISLAND","Asian, men","15","12","78.2","11","72.6","1","7.1"
"44","12","RHODE ISLAND","Asian, women","18","11","58.6","10","56.9","-3","3"
"44","13","RHODE ISLAND","Hispanic or Latino ethnicity","98","64","65.3","54","54.8","10","16.1"
"44","14","RHODE ISLAND","Hispanic or Latino ethnicity, men","47","34","72.2","28","59.4","6","17.7"
"44","15","RHODE ISLAND","Hispanic or Latino ethnicity, women","51","30","59","26","50.6","4","14.3"
"44","16","RHODE ISLAND","Married men, spouse present","206","153","74.6","147","71.3","7","4.4"
"44","17","RHODE ISLAND","Married women, spouse present","205","131","64.1","125","61","6","4.7"
"44","18","RHODE ISLAND","Women who maintain families","54","36","67.6","33","61.5","3","9"
"44","19","RHODE ISLAND","Total, 16 to 19 years","59","24","40.8","19","32.4","5","20.6"
"44","20","RHODE ISLAND","Total, 20 to 24 years","79","59","74.8","52","65.5","7","12.5"
"44","21","RHODE ISLAND","Total, 25 to 34 years","131","107","82.2","99","75.8","8","7.8"
"44","22","RHODE ISLAND","Total, 35 to 44 years","129","109","84.6","103","79.7","6","5.8"
"44","23","RHODE ISLAND","Total, 45 to 54 years","147","120","82.1","113","76.8","8","6.5"
"44","24","RHODE ISLAND","Total, 55 to 64 years","138","100","72","93","67.3","6","6.4"
"44","25","RHODE ISLAND","Total, 65 years and over","169","34","20.1","33","19.3","1","4"
"44","26","RHODE ISLAND","Men, 16 to 19 years","30","13","44.5","10","34.2","3","23.2"
"44","27","RHODE ISLAND","Men, 20 to 24 years","45","33","74.4","28","63.6","5","14.5"
"44","28","RHODE ISLAND","Men, 25 to 34 years","60","53","88.2","47","79","6","10.5"
"44","29","RHODE ISLAND","Men, 35 to 44 years","61","57","92.4","53","86.9","3","6"
"44","30","RHODE ISLAND","Men, 45 to 54 years","70","60","85.8","56","79.5","4","7.3"
"44","31","RHODE ISLAND","Men, 55 to 64 years","67","51","76.7","49","72.9","3","5"
"44","32","RHODE ISLAND","Men, 65 years and over","73","18","25.3","18","24.2","1","4.7"
"44","33","RHODE ISLAND","Women, 16 to 19 years","29","11","37","9","30.6","2","17.3"
"44","34","RHODE ISLAND","Women, 20 to 24 years","34","26","75.3","23","67.8","3","9.9"
"44","35","RHODE ISLAND","Women, 25 to 34 years","71","55","77.1","52","73","3","5.3"
"44","36","RHODE ISLAND","Women, 35 to 44 years","68","53","77.6","50","73.3","3","5.6"
"44","37","RHODE ISLAND","Women, 45 to 54 years","77","60","78.7","57","74.3","3","5.6"
"44","38","RHODE ISLAND","Women, 55 to 64 years","71","48","67.5","44","62.1","4","8"
"44","39","RHODE ISLAND","Women, 65 years and over","97","16","16.1","15","15.6","-3","3.1"
"44","40","RHODE ISLAND","White, 16 to 19 years","48","20","41.6","16","33.5","4","19.4"
"44","41","RHODE ISLAND","White, 20 to 24 years","62","48","77.1","43","68.6","5","11"
"44","42","RHODE ISLAND","White, 25 to 34 years","102","86","84.6","80","78.6","6","7.1"
"44","43","RHODE ISLAND","White, 35 to 44 years","107","92","86.6","88","82.1","5","5.1"
"44","44","RHODE ISLAND","White, 45 to 54 years","129","107","82.9","100","77.9","6","6.1"
"44","45","RHODE ISLAND","White, 55 to 64 years","127","92","72.4","87","68","6","6.1"
"44","46","RHODE ISLAND","White, 65 years and over","160","32","20.3","31","19.6","1","3.8"
"44","48","RHODE ISLAND","Black or African American, 20 to 24 years","8","6","73.4","5","61.5","1","16.2"
"44","49","RHODE ISLAND","Black or African American, 25 to 34 years","10","7","75.3","6","64.6","1","14.2"
"44","50","RHODE ISLAND","Black or African American, 35 to 44 years","12","8","69.7","7","57.9","1","16.9"
"44","51","RHODE ISLAND","Black or African American, 45 to 54 years","10","7","69.3","6","61.7","1","10.9"
"44","52","RHODE ISLAND","Black or African American, 55 to 64 years","6","5","80.2","4","75","-3","6.4"
"44","56","RHODE ISLAND","Asian, 25 to 34 years","11","8","72.8","8","71.5","-3","1.8"
"44","57","RHODE ISLAND","Asian, 35 to 44 years","6","5","80","5","80","-3","-3"
"44","58","RHODE ISLAND","Asian, 45 to 54 years","6","5","91.3","5","86.8","-3","4.8"
"44","62","RHODE ISLAND","Hispanic or Latino ethnicity, 20 to 24 years","15","11","72.5","8","54.8","3","24.4"
"44","63","RHODE ISLAND","Hispanic or Latino ethnicity, 25 to 34 years","20","16","79.6","14","70.9","2","10.9"
"44","64","RHODE ISLAND","Hispanic or Latino ethnicity, 35 to 44 years","19","15","79.8","13","70.9","2","11.1"
"44","65","RHODE ISLAND","Hispanic or Latino ethnicity, 45 to 54 years","19","14","73.6","12","63.6","2","13.5"
"44","66","RHODE ISLAND","Hispanic or Latino ethnicity, 55 to 64 years","8","4","54.6","3","42.6","1","22"
"45","1","SOUTH CAROLINA","Total","3762","2212","58.8","2070","55","142","6.4"
"45","2","SOUTH CAROLINA","Men","1778","1145","64.4","1076","60.6","69","6"
"45","3","SOUTH CAROLINA","Women","1984","1066","53.7","993","50.1","73","6.9"
"45","4","SOUTH CAROLINA","White","2664","1567","58.8","1484","55.7","83","5.3"
"45","5","SOUTH CAROLINA","White, men","1283","840","65.4","794","61.9","45","5.4"
"45","6","SOUTH CAROLINA","White, women","1381","728","52.7","690","49.9","38","5.2"
"45","7","SOUTH CAROLINA","Black or African American","994","574","57.8","517","52","57","9.9"
"45","8","SOUTH CAROLINA","Black or African American, men","442","265","60","242","54.8","23","8.7"
"45","9","SOUTH CAROLINA","Black or African American, women","552","308","55.9","275","49.8","34","10.9"
"45","10","SOUTH CAROLINA","Asian","55","41","74.5","40","73.7","-3","1"
"45","13","SOUTH CAROLINA","Hispanic or Latino ethnicity","157","104","66.1","94","60.1","9","9"
"45","14","SOUTH CAROLINA","Hispanic or Latino ethnicity, men","85","66","77.9","60","70.6","6","9.3"
"45","15","SOUTH CAROLINA","Hispanic or Latino ethnicity, women","72","37","52","34","47.6","3","8.6"
"45","16","SOUTH CAROLINA","Married men, spouse present","937","646","68.9","632","67.4","14","2.1"
"45","17","SOUTH CAROLINA","Married women, spouse present","918","504","54.9","486","52.9","18","3.5"
"45","18","SOUTH CAROLINA","Women who maintain families","286","180","62.9","163","57","17","9.5"
"45","19","SOUTH CAROLINA","Total, 16 to 19 years","209","75","36","55","26.1","21","27.4"
"45","20","SOUTH CAROLINA","Total, 20 to 24 years","338","227","67.2","202","59.7","25","11.1"
"45","21","SOUTH CAROLINA","Total, 25 to 34 years","617","487","78.9","451","73","36","7.5"
"45","22","SOUTH CAROLINA","Total, 35 to 44 years","588","487","82.8","465","79.2","21","4.4"
"45","23","SOUTH CAROLINA","Total, 45 to 54 years","631","479","75.8","457","72.4","22","4.5"
"45","24","SOUTH CAROLINA","Total, 55 to 64 years","630","348","55.2","335","53.2","13","3.7"
"45","25","SOUTH CAROLINA","Total, 65 years and over","748","108","14.5","104","14","4","3.5"
"45","26","SOUTH CAROLINA","Men, 16 to 19 years","100","35","35.4","24","24.2","11","31.8"
"45","27","SOUTH CAROLINA","Men, 20 to 24 years","161","114","70.4","100","62.2","13","11.7"
"45","28","SOUTH CAROLINA","Men, 25 to 34 years","299","257","86.1","241","80.7","16","6.3"
"45","29","SOUTH CAROLINA","Men, 35 to 44 years","289","257","88.9","246","85.3","10","4"
"45","30","SOUTH CAROLINA","Men, 45 to 54 years","298","238","79.9","228","76.5","10","4.3"
"45","31","SOUTH CAROLINA","Men, 55 to 64 years","297","183","61.6","177","59.6","6","3.3"
"45","32","SOUTH CAROLINA","Men, 65 years and over","335","61","18.3","60","17.8","2","2.7"
"45","33","SOUTH CAROLINA","Women, 16 to 19 years","110","40","36.5","31","27.9","9","23.6"
"45","34","SOUTH CAROLINA","Women, 20 to 24 years","177","114","64.3","102","57.4","12","10.6"
"45","35","SOUTH CAROLINA","Women, 25 to 34 years","318","230","72.1","210","65.8","20","8.8"
"45","36","SOUTH CAROLINA","Women, 35 to 44 years","299","230","76.9","219","73.2","11","4.8"
"45","37","SOUTH CAROLINA","Women, 45 to 54 years","333","240","72.2","229","68.8","11","4.7"
"45","38","SOUTH CAROLINA","Women, 55 to 64 years","334","165","49.6","158","47.5","7","4.2"
"45","39","SOUTH CAROLINA","Women, 65 years and over","413","47","11.4","45","10.8","2","4.5"
"45","40","SOUTH CAROLINA","White, 16 to 19 years","138","54","39.2","40","29.3","14","25.3"
"45","41","SOUTH CAROLINA","White, 20 to 24 years","221","157","71.2","142","64.2","15","9.8"
"45","42","SOUTH CAROLINA","White, 25 to 34 years","408","329","80.6","310","76","19","5.7"
"45","43","SOUTH CAROLINA","White, 35 to 44 years","406","334","82.3","324","79.7","11","3.2"
"45","44","SOUTH CAROLINA","White, 45 to 54 years","441","343","77.8","329","74.7","14","4"
"45","45","SOUTH CAROLINA","White, 55 to 64 years","448","258","57.5","250","55.7","8","3.1"
"45","46","SOUTH CAROLINA","White, 65 years and over","603","92","15.3","89","14.8","3","3.4"
"45","48","SOUTH CAROLINA","Black or African American, 20 to 24 years","105","60","57.8","51","48.4","10","16.2"
"45","49","SOUTH CAROLINA","Black or African American, 25 to 34 years","182","142","78.1","125","68.8","17","12"
"45","50","SOUTH CAROLINA","Black or African American, 35 to 44 years","161","133","82.7","123","76.3","10","7.8"
"45","51","SOUTH CAROLINA","Black or African American, 45 to 54 years","171","121","70.7","114","66.3","8","6.2"
"45","52","SOUTH CAROLINA","Black or African American, 55 to 64 years","171","83","48.7","79","46.1","4","5.3"
"45","63","SOUTH CAROLINA","Hispanic or Latino ethnicity, 25 to 34 years","56","39","69.5","35","63.5","3","8.7"
"46","1","SOUTH DAKOTA","Total","647","449","69.3","433","66.9","16","3.5"
"46","2","SOUTH DAKOTA","Men","320","238","74.3","230","71.8","8","3.3"
"46","3","SOUTH DAKOTA","Women","327","211","64.5","203","62.1","8","3.7"
"46","4","SOUTH DAKOTA","White","588","413","70.1","401","68.2","11","2.8"
"46","5","SOUTH DAKOTA","White, men","291","218","75.1","212","72.9","6","2.8"
"46","6","SOUTH DAKOTA","White, women","298","194","65.3","189","63.5","5","2.7"
"46","13","SOUTH DAKOTA","Hispanic or Latino ethnicity","15","12","82.5","12","77.4","1","6.1"
"46","16","SOUTH DAKOTA","Married men, spouse present","176","134","76.1","132","75.1","2","1.4"
"46","17","SOUTH DAKOTA","Married women, spouse present","175","120","68.9","118","67.6","2","1.9"
"46","18","SOUTH DAKOTA","Women who maintain families","32","23","73.9","21","67.4","2","8.8"
"46","19","SOUTH DAKOTA","Total, 16 to 19 years","41","21","50","18","44.4","2","11.1"
"46","20","SOUTH DAKOTA","Total, 20 to 24 years","58","44","76.1","41","71.3","3","6.4"
"46","21","SOUTH DAKOTA","Total, 25 to 34 years","116","104","89.3","101","86.5","3","3.2"
"46","22","SOUTH DAKOTA","Total, 35 to 44 years","91","80","87.8","78","85.3","2","2.8"
"46","23","SOUTH DAKOTA","Total, 45 to 54 years","104","89","85.9","87","83.7","2","2.5"
"46","24","SOUTH DAKOTA","Total, 55 to 64 years","107","81","75.2","78","73.2","2","2.6"
"46","25","SOUTH DAKOTA","Total, 65 years and over","130","31","23.6","30","23.2","1","1.9"
"46","26","SOUTH DAKOTA","Men, 16 to 19 years","22","11","51.3","10","46.2","1","9.8"
"46","27","SOUTH DAKOTA","Men, 20 to 24 years","30","24","80.8","23","76.2","1","5.7"
"46","28","SOUTH DAKOTA","Men, 25 to 34 years","57","54","94.7","53","91.8","2","3"
"46","29","SOUTH DAKOTA","Men, 35 to 44 years","46","43","92.7","42","90.3","1","2.6"
"46","30","SOUTH DAKOTA","Men, 45 to 54 years","52","46","87.8","45","85.8","1","2.3"
"46","31","SOUTH DAKOTA","Men, 55 to 64 years","54","42","78.4","41","76.1","1","2.9"
"46","32","SOUTH DAKOTA","Men, 65 years and over","59","18","29.6","17","29.1","-3","2"
"46","33","SOUTH DAKOTA","Women, 16 to 19 years","20","10","48.6","8","42.5","1","12.7"
"46","34","SOUTH DAKOTA","Women, 20 to 24 years","28","20","71.2","19","66.1","1","7.2"
"46","35","SOUTH DAKOTA","Women, 25 to 34 years","59","49","84.1","48","81.3","2","3.3"
"46","36","SOUTH DAKOTA","Women, 35 to 44 years","44","37","82.7","36","80.2","1","3.1"
"46","37","SOUTH DAKOTA","Women, 45 to 54 years","52","43","84","42","81.7","1","2.8"
"46","38","SOUTH DAKOTA","Women, 55 to 64 years","53","38","72.1","37","70.4","1","2.3"
"46","39","SOUTH DAKOTA","Women, 65 years and over","71","13","18.6","13","18.2","-3","1.8"
"46","40","SOUTH DAKOTA","White, 16 to 19 years","35","18","51.2","17","47","2","8.3"
"46","41","SOUTH DAKOTA","White, 20 to 24 years","49","38","78.1","36","74.2","2","5.1"
"46","42","SOUTH DAKOTA","White, 25 to 34 years","101","92","91.5","90","89.3","2","2.4"
"46","43","SOUTH DAKOTA","White, 35 to 44 years","82","73","88.9","71","86.9","2","2.3"
"46","44","SOUTH DAKOTA","White, 45 to 54 years","94","84","88.5","82","86.9","2","1.8"
"46","45","SOUTH DAKOTA","White, 55 to 64 years","102","78","76.8","76","74.8","2","2.7"
"46","46","SOUTH DAKOTA","White, 65 years and over","125","29","23.6","29","23.1","1","1.8"
"47","1","TENNESSEE","Total","5117","3025","59.1","2826","55.2","199","6.6"
"47","2","TENNESSEE","Men","2441","1613","66.1","1513","62","100","6.2"
"47","3","TENNESSEE","Women","2676","1412","52.8","1313","49.1","99","7"
"47","4","TENNESSEE","White","4148","2421","58.4","2287","55.1","134","5.5"
"47","5","TENNESSEE","White, men","2009","1329","66.2","1260","62.7","69","5.2"
"47","6","TENNESSEE","White, women","2139","1092","51.1","1027","48","65","6"
"47","7","TENNESSEE","Black or African American","815","513","63","454","55.7","59","11.5"
"47","8","TENNESSEE","Black or African American, men","368","244","66.2","215","58.3","29","11.9"
"47","9","TENNESSEE","Black or African American, women","447","270","60.3","239","53.6","30","11.2"
"47","10","TENNESSEE","Asian","55","36","64.7","34","62.7","1","3.1"
"47","13","TENNESSEE","Hispanic or Latino ethnicity","247","175","70.8","167","67.7","8","4.4"
"47","14","TENNESSEE","Hispanic or Latino ethnicity, men","131","113","86","108","82.7","4","3.9"
"47","15","TENNESSEE","Hispanic or Latino ethnicity, women","116","62","53.6","59","50.8","3","5.3"
"47","16","TENNESSEE","Married men, spouse present","1291","912","70.7","885","68.6","27","3"
"47","17","TENNESSEE","Married women, spouse present","1274","700","54.9","671","52.6","29","4.2"
"47","18","TENNESSEE","Women who maintain families","336","204","60.8","183","54.5","21","10.4"
"47","19","TENNESSEE","Total, 16 to 19 years","391","137","35","111","28.2","26","19.3"
"47","20","TENNESSEE","Total, 20 to 24 years","400","292","73","255","63.8","37","12.6"
"47","21","TENNESSEE","Total, 25 to 34 years","791","620","78.4","572","72.3","48","7.7"
"47","22","TENNESSEE","Total, 35 to 44 years","845","682","80.7","649","76.8","33","4.8"
"47","23","TENNESSEE","Total, 45 to 54 years","879","654","74.4","624","71","30","4.7"
"47","24","TENNESSEE","Total, 55 to 64 years","827","480","58.1","459","55.5","21","4.5"
"47","25","TENNESSEE","Total, 65 years and over","984","160","16.3","157","15.9","3","2.1"
"47","26","TENNESSEE","Men, 16 to 19 years","211","70","33","55","26","15","21.2"
"47","27","TENNESSEE","Men, 20 to 24 years","213","168","78.8","148","69.3","20","12"
"47","28","TENNESSEE","Men, 25 to 34 years","356","321","90.1","300","84.3","21","6.4"
"47","29","TENNESSEE","Men, 35 to 44 years","407","358","88.1","342","84.1","16","4.5"
"47","30","TENNESSEE","Men, 45 to 54 years","421","342","81.3","327","77.7","15","4.4"
"47","31","TENNESSEE","Men, 55 to 64 years","401","267","66.5","255","63.6","12","4.4"
"47","32","TENNESSEE","Men, 65 years and over","432","88","20.3","86","19.9","2","1.9"
"47","33","TENNESSEE","Women, 16 to 19 years","180","67","37.3","56","30.9","12","17.2"
"47","34","TENNESSEE","Women, 20 to 24 years","187","124","66.4","107","57.5","17","13.4"
"47","35","TENNESSEE","Women, 25 to 34 years","435","299","68.8","272","62.5","27","9.1"
"47","36","TENNESSEE","Women, 35 to 44 years","438","323","73.7","307","70","16","5.1"
"47","37","TENNESSEE","Women, 45 to 54 years","458","312","68.2","297","64.8","16","5"
"47","38","TENNESSEE","Women, 55 to 64 years","425","214","50.2","204","47.9","10","4.6"
"47","39","TENNESSEE","Women, 65 years and over","552","73","13.2","71","12.8","2","2.4"
"47","40","TENNESSEE","White, 16 to 19 years","292","100","34.1","82","28","18","17.8"
"47","41","TENNESSEE","White, 20 to 24 years","293","212","72.4","189","64.5","23","10.9"
"47","42","TENNESSEE","White, 25 to 34 years","618","485","78.5","455","73.6","30","6.3"
"47","43","TENNESSEE","White, 35 to 44 years","662","534","80.6","513","77.5","21","3.9"
"47","44","TENNESSEE","White, 45 to 54 years","720","540","75","517","71.7","23","4.3"
"47","45","TENNESSEE","White, 55 to 64 years","693","413","59.7","398","57.5","15","3.7"
"47","46","TENNESSEE","White, 65 years and over","869","137","15.8","134","15.4","3","2.3"
"47","48","TENNESSEE","Black or African American, 20 to 24 years","91","69","75.4","56","61.2","13","18.9"
"47","49","TENNESSEE","Black or African American, 25 to 34 years","143","114","79.6","98","68.6","16","13.8"
"47","50","TENNESSEE","Black or African American, 35 to 44 years","146","121","82.8","110","75.2","11","9.2"
"47","51","TENNESSEE","Black or African American, 45 to 54 years","139","101","72.7","95","68.1","6","6.4"
"47","52","TENNESSEE","Black or African American, 55 to 64 years","121","61","50.7","56","46.4","5","8.5"
"47","63","TENNESSEE","Hispanic or Latino ethnicity, 25 to 34 years","79","56","71.5","54","68.3","3","4.6"
"47","64","TENNESSEE","Hispanic or Latino ethnicity, 35 to 44 years","57","45","79.5","45","78.3","1","1.4"
"48","1","TEXAS","Total","20095","13115","65.3","12453","62","662","5"
